Car_id,Price
C_CND_019047,21520.02
C_CND_006947,17555.02
C_CND_023372,40194.16
C_CND_015404,43344.36
C_CND_022218,34476.13
C_CND_018780,18090.05
C_CND_017897,60530.29
C_CND_006293,35647.06
C_CND_011077,22571.26
C_CND_012030,38290.27
C_CND_016878,28667.2
C_CND_018339,34050.66
C_CND_009001,36710.25
C_CND_005546,15226.19
C_CND_020082,27123.77
C_CND_005976,32588.63
C_CND_005803,33310.16
C_CND_016362,18134.61
C_CND_009062,34312.21
C_CND_002137,27849.23
C_CND_018327,15566.5
C_CND_013671,22876.37
C_CND_010658,34014.43
C_CND_010505,20566.05
C_CND_000502,32892.12
C_CND_011336,24145.21
C_CND_009438,24182.12
C_CND_009094,27427.35
C_CND_019696,20972.31
C_CND_001766,21010.12
C_CND_021832,26723.37
C_CND_013954,22712.1
C_CND_022684,20123.24
C_CND_019734,24368.49
C_CND_019324,18849.26
C_CND_015799,20921.25
C_CND_015854,44134.17
C_CND_018278,17224.37
C_CND_008846,28126.16
C_CND_001685,43078.24
C_CND_007749,19990.33
C_CND_020574,18266.23
C_CND_020250,36425.06
C_CND_010878,33724.3
C_CND_002716,21605.3
C_CND_010257,19669.06
C_CND_022158,25381.78
C_CND_001475,18734.02
C_CND_012369,25253.25
C_CND_011082,25395.08
C_CND_006358,19072.12
C_CND_005149,60504.91
C_CND_013153,22731.78
C_CND_011669,22725.06
C_CND_019737,25083.1
C_CND_000222,14264.04
C_CND_017999,38515.16
C_CND_011762,14382.01
C_CND_020093,28790.18
C_CND_020938,23295.15
C_CND_020320,39682.1
C_CND_020825,21436.41
C_CND_020017,23096.1
C_CND_015238,39204.64
C_CND_007388,14151.84
C_CND_021393,27093.28
C_CND_006509,27989.27
C_CND_017079,28149.22
C_CND_023125,25495.05
C_CND_016138,28379.62
C_CND_018035,40053.11
C_CND_009359,19540.09
C_CND_015483,21147.67
C_CND_023609,43420.43
C_CND_006196,38667.23
C_CND_002860,19451.57
C_CND_011555,19325.18
C_CND_001340,21380.61
C_CND_015964,30984.32
C_CND_012693,24802.2
C_CND_015728,30805.14
C_CND_017637,33314.29
C_CND_019051,32495.29
C_CND_010085,25247.13
C_CND_003303,19204.68
C_CND_015237,43097.12
C_CND_006679,29925.52
C_CND_002387,21276.12
C_CND_018403,27223.62
C_CND_021562,41651.36
C_CND_007305,27265.18
C_CND_015870,25600.26
C_CND_007154,19473.37
C_CND_011275,18946.46
C_CND_014135,21413.09
C_CND_010332,21050.24
C_CND_003659,24340.27
C_CND_020493,30920.35
C_CND_019810,17050.16
C_CND_020169,17588.35
C_CND_010837,9475.12
C_CND_020650,26900.22
C_CND_012066,19357.09
C_CND_011083,35726.8
C_CND_012979,24706.22
C_CND_012351,26415.26
C_CND_016810,19079.73
C_CND_020043,17056.13
C_CND_023068,43040.12
C_CND_022854,23201.47
C_CND_020708,42787.44
C_CND_006294,19843.12
C_CND_011051,28497.28
C_CND_022170,19964.17
C_CND_020450,12210.32
C_CND_023536,44570.42
C_CND_023348,26609.37
C_CND_021238,28225.16
C_CND_008974,24932.1
C_CND_003807,28478.59
C_CND_001531,30839.16
C_CND_018119,17920.82
C_CND_022952,57638.4
C_CND_009069,13329.02
C_CND_017550,19536.18
C_CND_005772,22331.11
C_CND_011178,27385.19
C_CND_004086,39213.09
C_CND_014921,11793.05
C_CND_005720,58492.2
C_CND_012640,35483.22
C_CND_010326,19649.08
C_CND_012784,19042.05
C_CND_020451,28559.08
C_CND_007511,21984.27
C_CND_021761,26605.36
C_CND_016506,27495.16
C_CND_021259,45209.27
C_CND_011451,28145.12
C_CND_016769,23761.58
C_CND_012822,16148.22
C_CND_007299,34414.03
C_CND_023350,18730.42
C_CND_014242,23540.08
C_CND_010331,19160.18
C_CND_017854,23447.61
C_CND_017503,23919.2
C_CND_011996,29083.22
C_CND_007301,18451.27
C_CND_007912,29990.26
C_CND_006463,34238.18
C_CND_001823,19960.16
C_CND_015299,21650.14
C_CND_020452,25885.2
C_CND_017967,35957.28
C_CND_003266,55074.23
C_CND_017373,24258.33
C_CND_006536,19082.58
C_CND_018852,28370.18
C_CND_023011,18224.17
C_CND_003342,25981.39
C_CND_002153,24962.04
C_CND_019155,28687.87
C_CND_023890,19272.08
C_CND_015098,17242.24
C_CND_023016,17905.06
C_CND_011585,27880.29
C_CND_006276,24991.07
C_CND_008920,31815.18
C_CND_023648,20890.26
C_CND_014939,26005.16
C_CND_023759,30205.26
C_CND_000429,37586.14
C_CND_000504,24860.23
C_CND_010147,27723.67
C_CND_015447,36768.16
C_CND_009210,40052.39
C_CND_009672,41482.37
C_CND_010983,29937.62
C_CND_021708,23293.46
C_CND_021569,32045.45
C_CND_021369,48440.25
C_CND_009756,31510.17
C_CND_000424,26537.15
C_CND_009367,19313.19
C_CND_020617,34881.73
C_CND_016243,27043.16
C_CND_013859,22002.22
C_CND_004291,26217.17
C_CND_017002,25173.17
C_CND_011319,24177.79
C_CND_011627,34465.05
C_CND_016857,13811.16
C_CND_004689,19000.05
C_CND_005529,33342.37
C_CND_010907,22361.69
C_CND_000211,27710.44
C_CND_006268,14436.02
C_CND_003069,14655.33
C_CND_020332,60610.14
C_CND_023767,23644.23
C_CND_015151,17025.37
C_CND_007418,43768.07
C_CND_013689,29572.96
C_CND_009335,59231.28
C_CND_001969,20832.17
C_CND_004573,33353.79
C_CND_020041,31251.52
C_CND_015971,59616.31
C_CND_014682,23606.22
C_CND_011995,17660.06
C_CND_002210,17530.2
C_CND_020847,22732.3
C_CND_015829,48429.19
C_CND_020262,19471.33
C_CND_016477,18047.69
C_CND_002560,43217.26
C_CND_022642,15005.47
C_CND_005679,42059.71
C_CND_007812,25894.92
C_CND_004405,33686.32
C_CND_018985,17152.47
C_CND_000521,41577.13
C_CND_019074,28016.15
C_CND_005551,39044.09
C_CND_013498,18310.18
C_CND_006395,40256.21
C_CND_001088,21486.11
C_CND_017805,20200.18
C_CND_016614,31897.93
C_CND_013955,12000.0
C_CND_014466,36527.21
C_CND_018040,14670.55
C_CND_009599,21530.76
C_CND_012928,28887.2
C_CND_023105,21901.2
C_CND_002172,18025.67
C_CND_021257,50972.2
C_CND_009186,23014.35
C_CND_020249,24063.65
C_CND_017191,27057.62
C_CND_018915,21960.1
C_CND_015510,21105.48
C_CND_016724,37820.05
C_CND_019192,25562.41
C_CND_005372,27040.18
C_CND_009910,21815.16
C_CND_010385,23382.12
C_CND_016005,30311.16
C_CND_015233,33412.24
C_CND_017598,28532.11
C_CND_021799,52830.16
C_CND_022427,35323.35
C_CND_003994,25489.08
C_CND_008055,21278.35
C_CND_021240,24306.56
C_CND_022381,23079.87
C_CND_008221,32888.04
C_CND_020615,20511.16
C_CND_008542,31694.64
C_CND_006865,25273.18
C_CND_013589,20905.64
C_CND_016473,67898.29
C_CND_010432,29643.03
C_CND_009603,20870.22
C_CND_004686,36839.06
C_CND_020442,15979.42
C_CND_023714,24910.14
C_CND_002618,31742.08
C_CND_015031,20008.3
C_CND_010167,38057.19
C_CND_020321,19295.3
C_CND_001247,30148.62
C_CND_009959,17545.15
C_CND_018651,21839.28
C_CND_009093,59416.22
C_CND_021534,18630.38
C_CND_016786,24976.1
C_CND_018295,29289.28
C_CND_022231,21076.26
C_CND_017769,20780.07
C_CND_011012,18200.22
C_CND_000641,17543.01
C_CND_004270,23785.08
C_CND_000135,13486.42
C_CND_006715,22075.27
C_CND_011380,26342.4
C_CND_004731,27612.16
C_CND_003212,39158.97
C_CND_018713,38844.1
C_CND_015984,49897.19
C_CND_006668,15544.41
C_CND_007370,23981.01
C_CND_000650,22710.57
C_CND_007835,15315.68
C_CND_019198,27086.75
C_CND_008145,30559.3
C_CND_003101,38700.2
C_CND_021880,19664.26
C_CND_011605,9423.17
C_CND_006481,41305.01
C_CND_001123,27059.67
C_CND_010664,20403.38
C_CND_011390,26606.39
C_CND_016488,17600.01
C_CND_003770,17453.52
C_CND_008591,22047.62
C_CND_012052,19468.17
C_CND_006847,29196.8
C_CND_010995,22434.13
C_CND_009954,22586.22
C_CND_021958,30223.71
C_CND_007535,27207.11
C_CND_021411,20965.36
C_CND_023700,33260.29
C_CND_002174,27632.26
C_CND_010988,38270.11
C_CND_005199,21886.17
C_CND_019647,15810.28
C_CND_013039,24446.74
C_CND_016793,30029.14
C_CND_017061,30351.66
C_CND_012832,20499.17
C_CND_001711,18098.17
C_CND_006232,25621.84
C_CND_013540,26461.73
C_CND_011009,40326.05
C_CND_000448,25960.09
C_CND_001600,18015.06
C_CND_019456,13153.07
C_CND_018529,45807.18
C_CND_023455,18005.19
C_CND_004392,27450.24
C_CND_017688,30365.15
C_CND_020665,24028.29
C_CND_000682,20610.02
C_CND_001428,56378.41
C_CND_008944,25925.93
C_CND_022643,27032.8
C_CND_021116,34975.31
C_CND_021671,29380.19
C_CND_018210,34546.8
C_CND_006182,38952.7
C_CND_021571,24211.28
C_CND_014613,23814.6
C_CND_006393,33240.3
C_CND_018308,18193.09
C_CND_015607,22950.13
C_CND_007730,57523.11
C_CND_011551,21628.7
C_CND_006259,27715.5
C_CND_004187,26880.36
C_CND_014706,19985.14
C_CND_007302,32999.12
C_CND_016294,34115.23
C_CND_010228,40129.16
C_CND_000168,18918.21
C_CND_012811,19297.51
C_CND_003015,25768.04
C_CND_014614,35077.29
C_CND_021442,20862.35
C_CND_009894,30530.3
C_CND_014721,20865.17
C_CND_019659,31972.16
C_CND_006910,19878.36
C_CND_018111,62086.06
C_CND_001203,25418.16
C_CND_000248,15775.21
C_CND_007556,20971.2
C_CND_012080,20118.05
C_CND_020439,20433.91
C_CND_003430,24128.05
C_CND_003523,22963.33
C_CND_014564,19986.21
C_CND_013696,46209.17
C_CND_008450,41410.35
C_CND_021688,21039.61
C_CND_005504,27409.9
C_CND_017785,17021.33
C_CND_010120,29992.29
C_CND_007186,25584.14
C_CND_004344,17822.07
C_CND_003419,21028.07
C_CND_014051,22789.27
C_CND_016715,35370.02
C_CND_003996,44475.3
C_CND_008199,27897.22
C_CND_006693,28324.09
C_CND_014805,68959.46
C_CND_000181,18691.07
C_CND_016435,25575.21
C_CND_023090,27146.12
C_CND_006092,18271.06
C_CND_007764,32219.15
C_CND_018634,21785.19
C_CND_000470,19695.26
C_CND_002360,27100.42
C_CND_016129,17469.14
C_CND_000260,31447.16
C_CND_006242,17375.15
C_CND_017777,17865.96
C_CND_013625,20200.02
C_CND_021415,23520.14
C_CND_013620,29980.14
C_CND_021721,42278.25
C_CND_005788,33145.16
C_CND_011918,30630.25
C_CND_020267,19987.76
C_CND_005972,34775.17
C_CND_013863,33803.2
C_CND_007651,25021.41
C_CND_009503,39015.19
C_CND_018497,26146.08
C_CND_008543,21938.05
C_CND_004422,14460.23
C_CND_005218,22223.21
C_CND_003483,31156.19
C_CND_021376,33015.12
C_CND_009962,38143.35
C_CND_020879,33231.36
C_CND_002362,18549.16
C_CND_022294,20372.17
C_CND_011922,34190.08
C_CND_011338,26801.62
C_CND_001228,29739.21
C_CND_015844,21091.19
C_CND_014269,54600.05
C_CND_001604,12474.01
C_CND_010027,24382.22
C_CND_013815,33780.7
C_CND_003848,25441.22
C_CND_011257,20712.66
C_CND_019609,63597.36
C_CND_002271,25032.66
C_CND_008226,24573.97
C_CND_007540,20864.38
C_CND_012277,21035.09
C_CND_005622,34390.66
C_CND_014826,19862.25
C_CND_009392,24794.21
C_CND_021145,27310.34
C_CND_018787,25841.19
C_CND_012859,22930.09
C_CND_013318,39715.85
C_CND_022276,40246.02
C_CND_008138,30208.2
C_CND_013973,25093.1
C_CND_012409,23709.64
C_CND_022758,22524.75
C_CND_015457,31295.06
C_CND_007316,21483.79
C_CND_002426,41100.23
C_CND_022852,33405.35
C_CND_002506,20245.07
C_CND_014642,30165.11
C_CND_010134,23030.13
C_CND_015315,25574.67
C_CND_004153,19912.1
C_CND_021774,21014.24
C_CND_002389,20940.03
C_CND_000985,41807.3
C_CND_002209,24781.78
C_CND_002021,44045.65
C_CND_015050,21662.07
C_CND_021194,33863.29
C_CND_015441,16014.14
C_CND_016349,25725.2
C_CND_021048,27691.34
C_CND_004310,31958.17
C_CND_000961,29306.09
C_CND_023177,23246.42
C_CND_001941,21111.18
C_CND_014536,52310.36
C_CND_011267,41623.06
C_CND_005461,36307.24
C_CND_000030,16689.55
C_CND_008020,37561.16
C_CND_017998,24505.42
C_CND_020636,20220.25
C_CND_013134,15685.78
C_CND_014412,19152.25
C_CND_013666,14233.0
C_CND_021364,22466.42
C_CND_018199,26370.23
C_CND_012280,30125.26
C_CND_009420,24734.71
C_CND_008612,17465.29
C_CND_018724,17875.31
C_CND_001191,42081.39
C_CND_019526,13505.19
C_CND_005077,33069.68
C_CND_003595,43354.22
C_CND_012218,32010.24
C_CND_018102,22081.54
C_CND_012139,32382.37
C_CND_012775,44560.24
C_CND_001057,35214.13
C_CND_015655,16466.04
C_CND_011409,21665.39
C_CND_001202,26375.11
C_CND_022558,19910.22
C_CND_009321,27468.25
C_CND_023357,33864.37
C_CND_012796,19047.16
C_CND_016681,24270.25
C_CND_017033,19056.53
C_CND_010968,27092.65
C_CND_000636,23429.16
C_CND_019792,46374.09
C_CND_016121,39945.08
C_CND_011097,25645.11
C_CND_008613,20872.95
C_CND_003602,29805.06
C_CND_002409,18335.11
C_CND_019519,24776.12
C_CND_017878,28576.07
C_CND_014944,26145.38
C_CND_014633,21319.23
C_CND_016989,17548.04
C_CND_001676,19386.12
C_CND_021455,12011.09
C_CND_016133,32335.14
C_CND_002112,22596.64
C_CND_017461,23805.07
C_CND_002636,69695.01
C_CND_004389,30220.2
C_CND_008704,27330.2
C_CND_020257,14698.06
C_CND_005954,41550.1
C_CND_021386,52403.47
C_CND_017432,31193.14
C_CND_022850,32516.79
C_CND_003708,27220.16
C_CND_008396,21207.16
C_CND_015761,18552.05
C_CND_012748,15609.38
C_CND_014612,19677.7
C_CND_002196,25246.51
C_CND_004157,25618.33
C_CND_019015,20505.12
C_CND_011396,21108.66
C_CND_001819,18056.12
C_CND_019652,23195.87
C_CND_016792,30634.21
C_CND_009768,27992.25
C_CND_003520,35604.97
C_CND_016931,24956.12
C_CND_003227,20406.21
C_CND_020486,32722.21
C_CND_017493,30533.05
C_CND_008869,38515.02
C_CND_021217,20184.19
C_CND_001399,23709.14
C_CND_001337,24080.09
C_CND_004822,21761.18
C_CND_008705,19335.2
C_CND_001513,54997.22
C_CND_005116,29385.18
C_CND_006439,21741.23
C_CND_014164,25153.13
C_CND_019933,33872.15
C_CND_005747,25987.26
C_CND_007526,18930.1
C_CND_001064,19097.1
C_CND_003844,13908.03
C_CND_015653,51815.23
C_CND_021140,27161.28
C_CND_012410,19540.04
C_CND_004402,26528.42
C_CND_005860,39443.11
C_CND_014510,17741.26
C_CND_008749,57802.14
C_CND_019691,28716.39
C_CND_003353,28127.12
C_CND_012189,32198.79
C_CND_012025,24742.73
C_CND_006864,24298.36
C_CND_017597,40948.9
C_CND_007095,16732.59
C_CND_006291,13450.01
C_CND_003036,36000.39
C_CND_022790,43677.23
C_CND_006984,20040.15
C_CND_019043,26475.11
C_CND_006889,25182.09
C_CND_005486,23043.13
C_CND_017172,26962.09
C_CND_016905,39712.3
C_CND_004398,23901.85
C_CND_023220,25093.22
C_CND_006760,20595.07
C_CND_011048,39259.22
C_CND_014545,24266.22
C_CND_009479,50771.22
C_CND_014274,26525.05
C_CND_014906,42733.61
C_CND_018499,24422.2
C_CND_022019,27360.19
C_CND_011401,30893.92
C_CND_013756,30373.24
C_CND_011292,59644.13
C_CND_012637,19000.0
C_CND_004506,28677.41
C_CND_000697,39030.02
C_CND_010429,30870.16
C_CND_013956,24327.3
C_CND_017423,19732.81
C_CND_023493,15047.21
C_CND_003920,25704.86
C_CND_018886,26982.27
C_CND_000368,30465.23
C_CND_019815,22570.25
C_CND_000151,14075.54
C_CND_007720,24140.12
C_CND_005672,20693.32
C_CND_017745,39979.77
C_CND_012050,31932.38
C_CND_015343,54224.25
C_CND_012304,20299.1
C_CND_015100,42351.33
C_CND_006951,28522.39
C_CND_023019,25329.29
C_CND_011049,22099.54
C_CND_010747,30651.34
C_CND_023816,20767.28
C_CND_009241,40518.24
C_CND_002603,18685.03
C_CND_010211,18269.2
C_CND_008050,30357.45
C_CND_022483,25090.04
C_CND_012320,34029.9
C_CND_004425,34335.32
C_CND_013497,41826.31
C_CND_017561,28483.15
C_CND_015886,25020.15
C_CND_010057,27439.17
C_CND_001714,29167.0
C_CND_020420,37809.09
C_CND_010836,25714.09
C_CND_012629,21306.27
C_CND_011565,26012.6
C_CND_004286,50621.08
C_CND_000971,23874.5
C_CND_010783,29939.38
C_CND_004294,20244.17
C_CND_005854,18029.12
C_CND_006410,40777.63
C_CND_018587,20429.62
C_CND_005051,28465.18
C_CND_002267,12092.61
C_CND_007899,28523.29
C_CND_012215,25261.09
C_CND_010612,30861.46
C_CND_003669,35190.13
C_CND_010013,32291.14
C_CND_002309,32080.08
C_CND_002596,23765.1
C_CND_017991,21466.68
C_CND_004220,18940.07
C_CND_003610,26630.07
C_CND_005571,34501.94
C_CND_021827,20152.84
C_CND_018414,18992.24
C_CND_001115,23534.85
C_CND_019705,19896.23
C_CND_004227,20783.04
C_CND_005136,27609.51
C_CND_005408,20749.11
C_CND_011604,17853.15
C_CND_017640,21080.33
C_CND_013685,36825.09
C_CND_018085,22408.13
C_CND_013170,18462.09
C_CND_009729,31105.12
C_CND_006548,33314.13
C_CND_012260,17116.38
C_CND_008188,43493.18
C_CND_004485,15506.67
C_CND_013609,24765.16
C_CND_004102,26076.18
C_CND_001114,59730.31
C_CND_008844,19011.81
C_CND_000964,23399.36
C_CND_014149,30179.33
C_CND_019012,33502.63
C_CND_005378,22040.0
C_CND_016520,27779.36
C_CND_002120,19871.66
C_CND_005438,49446.07
C_CND_013539,40798.68
C_CND_019733,34271.37
C_CND_010558,12315.01
C_CND_008923,23587.75
C_CND_021292,35230.02
C_CND_011932,24022.32
C_CND_009193,30822.59
C_CND_018290,19093.03
C_CND_013327,24700.2
C_CND_004345,22907.15
C_CND_010437,49052.26
C_CND_007734,21613.71
C_CND_006922,30641.1
C_CND_017804,49619.11
C_CND_018293,12191.04
C_CND_008183,58675.07
C_CND_011343,24282.07
C_CND_022171,16841.16
C_CND_008083,21162.08
C_CND_016177,19092.62
C_CND_017502,21005.23
C_CND_015026,34233.25
C_CND_018283,23405.18
C_CND_019339,23306.1
C_CND_019905,23428.43
C_CND_003214,30256.31
C_CND_019082,27075.08
C_CND_007336,21137.13
C_CND_021883,60765.16
C_CND_009843,20853.4
C_CND_019499,20355.35
C_CND_006078,32528.16
C_CND_020238,40336.2
C_CND_004690,19945.11
C_CND_004875,25485.1
C_CND_010935,22446.33
C_CND_000316,33905.12
C_CND_015045,28175.26
C_CND_015672,35666.3
C_CND_018895,58592.38
C_CND_007822,19774.14
C_CND_018368,16699.85
C_CND_001484,22930.12
C_CND_000209,17571.26
C_CND_022023,17628.34
C_CND_009041,28745.2
C_CND_009817,25193.29
C_CND_018198,32923.3
C_CND_010218,21693.08
C_CND_001053,40007.38
C_CND_008743,25936.06
C_CND_021537,60640.14
C_CND_020237,22979.37
C_CND_002291,18944.69
C_CND_022605,14770.24
C_CND_015497,19843.09
C_CND_015918,16738.15
C_CND_017124,40452.89
C_CND_023020,31094.8
C_CND_008114,19116.11
C_CND_013165,29449.23
C_CND_023763,74792.56
C_CND_009203,35908.19
C_CND_023054,32465.38
C_CND_015388,29285.73
C_CND_016942,33575.34
C_CND_022273,31301.28
C_CND_001109,21518.89
C_CND_006053,23265.19
C_CND_001581,29663.33
C_CND_020845,29918.3
C_CND_023551,28220.18
C_CND_002233,31723.79
C_CND_018806,31653.1
C_CND_005866,17542.15
C_CND_010537,20866.49
C_CND_017103,21802.28
C_CND_001347,48762.61
C_CND_011161,27575.36
C_CND_009297,23103.12
C_CND_008451,15837.06
C_CND_010802,27298.2
C_CND_018261,21304.32
C_CND_001419,20865.11
C_CND_001813,25820.04
C_CND_008517,21455.16
C_CND_023286,23648.24
C_CND_016079,19911.47
C_CND_004511,25478.14
C_CND_012896,20471.47
C_CND_007739,23989.15
C_CND_016443,20656.58
C_CND_000251,22370.64
C_CND_006892,21865.33
C_CND_014477,16741.64
C_CND_000284,25592.11
C_CND_015972,23279.1
C_CND_013839,28859.26
C_CND_012464,17468.11
C_CND_003878,16661.26
C_CND_005514,28607.9
C_CND_004060,26294.06
C_CND_022740,38650.26
C_CND_003586,42518.85
C_CND_022541,23872.06
C_CND_005924,28523.69
C_CND_013403,26322.8
C_CND_005097,26088.08
C_CND_002044,25793.14
C_CND_018246,30440.23
C_CND_022309,22672.36
C_CND_005981,25735.22
C_CND_002715,21503.09
C_CND_020992,20478.2
C_CND_009888,43826.25
C_CND_015915,21740.07
C_CND_007407,45785.6
C_CND_022567,38446.38
C_CND_005653,16642.14
C_CND_016806,34878.32
C_CND_009486,28950.19
C_CND_013718,15950.1
C_CND_001643,17506.61
C_CND_001809,19700.23
C_CND_008140,31220.24
C_CND_015419,25413.46
C_CND_012164,23767.0
C_CND_023781,28203.25
C_CND_008761,43922.27
C_CND_011941,40410.16
C_CND_003947,36613.13
C_CND_005816,22615.1
C_CND_017243,44948.22
C_CND_023686,21637.22
C_CND_013527,45495.15
C_CND_008294,34386.11
C_CND_021463,21227.29
C_CND_014866,30245.15
C_CND_022426,26834.4
C_CND_018658,34410.86
C_CND_017488,20300.39
C_CND_021347,38755.23
C_CND_001193,32178.24
C_CND_002215,21267.15
C_CND_023505,26046.19
C_CND_003746,25032.49
C_CND_018050,31261.13
C_CND_023310,39017.12
C_CND_009198,23583.48
C_CND_002899,24597.38
C_CND_021760,20140.25
C_CND_005465,27809.22
C_CND_007222,24004.03
C_CND_019963,24786.3
C_CND_004721,38615.26
C_CND_021937,35565.23
C_CND_008268,29432.69
C_CND_014178,43030.22
C_CND_013629,20307.63
C_CND_021446,45159.74
C_CND_019154,19416.23
C_CND_021214,20811.18
C_CND_012478,30565.05
C_CND_009738,34953.09
